instance,n_activities,n_resources,mean_duration,std_duration,total_duration,n_precedence_edges,precedence_density,order_strength,unordered_pair_ratio,critical_path_length,resource_factor,max_resource_pressure,mean_resource_pressure,n_conflict_pairs,conflict_density,resource_lower_bound,heuristic_ub,ub_lb_gap
X10_9.RCP,120.0,4.0,5.458333333333333,2.8428150172359476,655.0,177.0,0.024789915966386553,0.17633053221288517,0.8236694677871148,77.0,0.5020833333333333,0.5693624557260921,0.5109277721149545,0.0,0.0,44.0,90.0,13.0
X11_1.RCP,120.0,4.0,5.266666666666667,2.859875677173553,632.0,177.0,0.024789915966386553,0.17913165266106443,0.8208683473389355,90.0,0.75,1.6759259259259258,1.581176183923862,320.0,0.05459819143490872,151.0,220.0,69.0
X11_10.RCP,120.0,4.0,5.5,2.7658633371878665,660.0,177.0,0.024789915966386553,0.1684873949579832,0.8315126050420167,90.0,0.75,1.7566666666666666,1.6926434277414668,277.0,0.046656560552467585,159.0,232.0,73.0
X11_2.RCP,120.0,4.0,4.833333333333333,2.953340857778225,580.0,177.0,0.024789915966386553,0.16008403361344536,0.8399159663865546,78.0,0.75,1.8360323886639676,1.7034253084949678,386.0,0.06436551609137903,144.0,214.0,70.0
X11_3.RCP,120.0,4.0,5.625,2.89845504823978,675.0,177.0,0.024789915966386553,0.17394957983193277,0.8260504201680672,93.0,0.75,1.9529569892473118,1.8048835125448028,942.0,0.15971515768056968,182.0,259.0,77.0
X11_4.RCP,120.0,4.0,5.55,2.9349900624476852,666.0,177.0,0.024789915966386553,0.18837535014005602,0.811624649859944,96.0,0.75,1.7586805555555556,1.6748685151143792,816.0,0.14081104400345126,169.0,246.0,77.0
X11_5.RCP,120.0,4.0,5.675,2.866945238402715,681.0,177.0,0.024789915966386553,0.19103641456582632,0.8089635854341737,97.0,0.75,1.9466343238326258,1.8114587544639849,869.0,0.15045013850415512,189.0,266.0,77.0
X11_6.RCP,120.0,4.0,5.7,2.8448784391135824,684.0,177.0,0.024789915966386553,0.18291316526610643,0.8170868347338935,91.0,0.75,1.9546703296703296,1.8791006787330318,829.0,0.14209804593760714,178.0,276.0,98.0
X11_7.RCP,120.0,4.0,4.841666666666667,2.8225161154938023,581.0,177.0,0.024789915966386553,0.20252100840336135,0.7974789915966387,82.0,0.75,1.7784552845528456,1.665690259843775,421.0,0.07393747804706709,146.0,204.0,58.0
X11_8.RCP,120.0,4.0,5.425,2.746702568535589,651.0,177.0,0.024789915966386553,0.17450980392156862,0.8254901960784313,95.0,0.75,1.5340720221606647,1.4352811854196894,164.0,0.027824906684764165,146.0,219.0,73.0
X11_9.RCP,120.0,4.0,5.4,2.7580186124583475,648.0,177.0,0.024789915966386553,0.1661064425770308,0.8338935574229692,76.0,0.75,2.1759002770083105,1.8660876423514927,64.0,0.010749076251259657,166.0,214.0,48.0
X12_1.RCP,120.0,4.0,5.058333333333334,3.044929756533346,607.0,177.0,0.024789915966386553,0.19145658263305323,0.8085434173669468,94.0,0.75,1.261605415860735,1.2359244036105739,0.0,0.0,119.0,167.0,48.0
X12_10.RCP,120.0,4.0,5.866666666666666,2.869184940400709,704.0,177.0,0.024789915966386553,0.17324929971988795,0.826750700280112,84.0,0.75,1.6087662337662338,1.3533984478924956,0.0,0.0,136.0,180.0,44.0
X12_2.RCP,120.0,4.0,5.225,2.8327327794905046,627.0,177.0,0.024789915966386553,0.17184873949579832,0.8281512605042016,72.0,0.75,1.4142512077294687,1.3522324485905195,0.0,0.0,102.0,149.0,47.0
X12_3.RCP,120.0,4.0,5.391666666666667,2.662379366072553,647.0,177.0,0.024789915966386553,0.17913165266106443,0.8208683473389355,84.0,0.75,1.4373706004140787,1.3190986086463572,0.0,0.0,121.0,168.0,47.0
X12_4.RCP,120.0,4.0,5.266666666666667,2.9431653406192155,632.0,177.0,0.024789915966386553,0.18319327731092436,0.8168067226890756,94.0,0.75,1.2344858156028369,1.110987013872652,0.0,0.0,117.0,173.0,56.0
X12_5.RCP,120.0,4.0,6.066666666666666,2.7650597743187317,728.0,177.0,0.024789915966386553,0.1861344537815126,0.8138655462184874,98.0,0.75,1.5157312925170068,1.3746811224489797,0.0,0.0,149.0,213.0,64.0
X12_6.RCP,120.0,4.0,5.516666666666667,2.9916086345346415,662.0,177.0,0.024789915966386553,0.17759103641456583,0.8224089635854341,82.0,0.75,1.3584305408271473,1.2881231694692723,0.0,0.0,112.0,151.0,39.0
X12_7.RCP,120.0,4.0,5.675,2.9187968411658938,681.0,177.0,0.024789915966386553,0.17254901960784313,0.8274509803921568,83.0,0.75,1.3113253012048194,1.2018842544940485,0.0,0.0,109.0,152.0,43.0
X12_8.RCP,120.0,4.0,5.741666666666666,2.8708182147642547,689.0,177.0,0.024789915966386553,0.16316526610644258,0.8368347338935574,72.0,0.75,1.51,1.408791335978836,0.0,0.0,109.0,155.0,46.0
X12_9.RCP,120.0,4.0,5.041666666666667,2.981598657692808,605.0,177.0,0.024789915966386553,0.15868347338935573,0.8413165266106443,77.0,0.75,1.2212602212602213,1.1616874556251642,0.0,0.0,95.0,134.0,39.0
X13_1.RCP,120.0,4.0,5.733333333333333,2.774086436208424,688.0,177.0,0.024789915966386553,0.19019607843137254,0.8098039215686275,121.0,0.75,0.862534435261708,0.8193983785284726,0.0,0.0,105.0,169.0,48.0
X13_10.RCP,120.0,4.0,5.758333333333334,2.7049209271663046,691.0,177.0,0.024789915966386553,0.165406162464986,0.834593837535014,78.0,0.75,1.057875457875458,1.0111175835868038,0.0,0.0,83.0,127.0,44.0
X13_2.RCP,120.0,4.0,5.291666666666667,2.808902019571981,635.0,177.0,0.024789915966386553,0.17436974789915966,0.8256302521008403,72.0,0.75,1.0138888888888888,0.9238160902405088,0.0,0.0,73.0,107.0,34.0
X13_3.RCP,120.0,4.0,5.683333333333334,3.016574584229971,682.0,177.0,0.024789915966386553,0.1876750700280112,0.8123249299719888,106.0,0.75,1.03214535290007,0.8980736653938305,0.0,0.0,110.0,159.0,49.0
X13_4.RCP,120.0,4.0,5.65,2.8712656907131855,678.0,177.0,0.024789915966386553,0.17801120448179272,0.8219887955182072,88.0,0.75,1.1014309764309764,1.0206258360152616,0.0,0.0,97.0,138.0,41.0
X13_5.RCP,120.0,4.0,5.416666666666667,2.6475880008457175,650.0,177.0,0.024789915966386553,0.15644257703081232,0.8435574229691877,79.0,0.75,0.9754507096279248,0.8713397162764251,0.0,0.0,78.0,124.0,45.0
X13_6.RCP,120.0,4.0,5.233333333333333,2.7980151695244415,628.0,177.0,0.024789915966386553,0.18459383753501402,0.815406162464986,86.0,0.75,1.0205198358413132,0.9646667181501257,0.0,0.0,88.0,128.0,40.0
X13_7.RCP,120.0,4.0,5.658333333333333,3.072718213930822,679.0,177.0,0.024789915966386553,0.18025210084033613,0.8197478991596638,105.0,0.75,0.9742857142857143,0.8514316749427043,0.0,0.0,103.0,147.0,42.0
X13_8.RCP,120.0,4.0,5.65,2.803717769914321,678.0,177.0,0.024789915966386553,0.1676470588235294,0.8323529411764706,87.0,0.75,0.9920178799489144,0.9085887611749681,0.0,0.0,87.0,125.0,38.0
X13_9.RCP,120.0,4.0,5.183333333333334,2.8953506792020125,622.0,177.0,0.024789915966386553,0.1733893557422969,0.826610644257703,77.0,0.75,0.9884972170686457,0.9188614938062085,0.0,0.0,77.0,113.0,36.0
X14_1.RCP,120.0,4.0,5.958333333333333,2.870527922796703,715.0,177.0,0.024789915966386553,0.15028011204481792,0.849719887955182,81.0,0.75,0.8825577714466604,0.8019688431376062,0.0,0.0,72.0,109.0,28.0
X14_10.RCP,120.0,4.0,5.425,2.7557893606006973,651.0,177.0,0.024789915966386553,0.1684873949579832,0.8315126050420167,80.0,0.75,0.819034090909091,0.7649725551487518,0.0,0.0,66.0,101.0,21.0
X14_2.RCP,120.0,4.0,6.083333333333333,2.815384323478571,730.0,177.0,0.024789915966386553,0.17899159663865546,0.8210084033613445,86.0,0.75,0.9058693244739756,0.8439958908900158,0.0,0.0,78.0,119.0,33.0
X14_3.RCP,120.0,4.0,5.225,2.8736228585764927,627.0,177.0,0.024789915966386553,0.20714285714285716,0.7928571428571428,88.0,0.75,0.7627840909090909,0.6898353256549388,0.0,0.0,68.0,110.0,22.0
X14_4.RCP,120.0,4.0,5.375,2.7204855571509046,645.0,177.0,0.024789915966386553,0.17871148459383754,0.8212885154061624,85.0,0.75,0.8958477508650519,0.8229466611819554,0.0,0.0,77.0,113.0,28.0
X14_5.RCP,120.0,4.0,5.258333333333334,2.8650067868835647,631.0,177.0,0.024789915966386553,0.20294117647058824,0.7970588235294118,90.0,0.75,0.9414814814814815,0.8701453018483379,0.0,0.0,85.0,124.0,34.0
X14_6.RCP,120.0,4.0,5.433333333333334,2.8099031220943465,652.0,177.0,0.024789915966386553,0.1931372549019608,0.8068627450980392,91.0,0.75,0.8665158371040724,0.7310191028971224,0.0,0.0,79.0,116.0,25.0
X14_7.RCP,120.0,4.0,5.708333333333333,2.8118672127648954,685.0,177.0,0.024789915966386553,0.15812324929971988,0.8418767507002801,89.0,0.75,0.8370786516853933,0.7455789389509208,0.0,0.0,75.0,114.0,25.0
X14_8.RCP,120.0,4.0,5.691666666666666,2.9630947598002253,683.0,177.0,0.024789915966386553,0.1810924369747899,0.8189075630252101,101.0,0.75,0.958230198019802,0.8476118915245183,0.0,0.0,97.0,135.0,34.0
X14_9.RCP,120.0,4.0,5.433333333333334,2.8946310453819306,652.0,177.0,0.024789915966386553,0.19635854341736694,0.8036414565826331,101.0,0.75,0.8101485148514852,0.7218902518079863,0.0,0.0,82.0,120.0,19.0
X15_1.RCP,120.0,4.0,5.4,2.8821288428289717,648.0,177.0,0.024789915966386553,0.16260504201680673,0.8373949579831933,81.0,0.75,0.6593067426400759,0.6218250808179537,0.0,0.0,54.0,96.0,15.0
X15_10.RCP,120.0,4.0,5.9,2.4946609656090213,708.0,177.0,0.024789915966386553,0.1843137254901961,0.8156862745098039,91.0,0.75,0.7437456160860416,0.6605993129516607,0.0,0.0,68.0,120.0,29.0
X15_2.RCP,120.0,4.0,5.741666666666666,2.678606084431893,689.0,177.0,0.024789915966386553,0.1749299719887955,0.8250700280112044,75.0,0.75,0.696,0.6461452991452992,0.0,0.0,53.0,87.0,12.0
X15_3.RCP,120.0,4.0,5.408333333333333,2.919748371958713,649.0,177.0,0.024789915966386553,0.17647058823529413,0.8235294117647058,87.0,0.75,0.7656171914042978,0.6969228453954841,0.0,0.0,67.0,109.0,22.0
X15_4.RCP,120.0,4.0,5.783333333333333,2.950094160455824,694.0,177.0,0.024789915966386553,0.17352941176470588,0.8264705882352941,82.0,0.75,0.7165853658536585,0.6162396612319319,0.0,0.0,59.0,96.0,14.0
X15_5.RCP,120.0,4.0,5.45,2.7983626164836704,654.0,177.0,0.024789915966386553,0.16428571428571428,0.8357142857142857,87.0,0.75,0.6018390804597701,0.5554044149952513,0.0,0.0,53.0,100.0,13.0
X15_6.RCP,120.0,4.0,5.6,2.9704096238285613,672.0,177.0,0.024789915966386553,0.17507002801120447,0.8249299719887955,97.0,0.75,0.645032802249297,0.604078760109688,0.0,0.0,63.0,107.0,10.0
X15_7.RCP,120.0,4.0,4.875,2.749431759473219,585.0,177.0,0.024789915966386553,0.17324929971988795,0.826750700280112,75.0,0.75,0.6943589743589743,0.6262534132534132,0.0,0.0,53.0,89.0,14.0
X15_8.RCP,120.0,4.0,5.575,3.021209746663302,669.0,177.0,0.024789915966386553,0.19901960784313724,0.8009803921568628,126.0,0.75,0.5329537612146308,0.45037534823003933,0.0,0.0,68.0,127.0,1.0
X15_9.RCP,120.0,4.0,5.833333333333333,2.7304863221696527,700.0,177.0,0.024789915966386553,0.19187675070028012,0.8081232492997199,109.0,0.75,0.56222576785002,0.5402884773313456,0.0,0.0,62.0,117.0,8.0
X16_1.RCP,120.0,4.0,5.383333333333334,2.918856320928151,646.0,177.0,0.024789915966386553,0.17352941176470588,0.8264705882352941,71.0,1.0,2.4873239436619716,2.4177146210596914,0.0,0.0,177.0,249.0,72.0
X16_10.RCP,120.0,4.0,5.816666666666666,2.747675785499851,698.0,177.0,0.024789915966386553,0.1887955182072829,0.8112044817927171,98.0,1.0,2.024704618689581,1.9061518592399367,75.0,0.01294889502762431,199.0,273.0,74.0
X16_2.RCP,120.0,4.0,5.766666666666667,2.862788073811185,692.0,177.0,0.024789915966386553,0.18515406162464987,0.8148459383753501,85.0,1.0,2.51640866873065,2.3176118772868,161.0,0.027672739773117908,214.0,303.0,89.0
X16_3.RCP,120.0,4.0,5.966666666666667,2.735365098523819,716.0,177.0,0.024789915966386553,0.1753501400560224,0.8246498599439775,97.0,1.0,2.198453608247423,2.109272859985014,32.0,0.005434782608695652,214.0,303.0,89.0
X16_4.RCP,120.0,4.0,5.541666666666667,2.8719790892151162,665.0,177.0,0.024789915966386553,0.18207282913165265,0.8179271708683473,80.0,1.0,2.345625,2.1647679924242422,0.0,0.0,188.0,244.0,56.0
X16_5.RCP,120.0,4.0,5.416666666666667,2.812422838447701,650.0,177.0,0.024789915966386553,0.20742296918767508,0.7925770308123249,92.0,1.0,1.9435817805383022,1.880169513457557,0.0,0.0,179.0,252.0,73.0
X16_6.RCP,120.0,4.0,5.65,2.8420942982244624,678.0,177.0,0.024789915966386553,0.15854341736694677,0.8414565826330532,79.0,1.0,2.433996383363472,2.2599183516905033,0.0,0.0,193.0,249.0,56.0
X16_7.RCP,120.0,4.0,5.758333333333334,2.661440190740511,691.0,177.0,0.024789915966386553,0.1704481792717087,0.8295518207282913,90.0,1.0,1.9092592592592592,1.844035594035594,0.0,0.0,172.0,233.0,61.0
X16_8.RCP,120.0,4.0,5.266666666666667,2.830586904198884,632.0,177.0,0.024789915966386553,0.165406162464986,0.834593837535014,77.0,1.0,2.2966507177033493,2.215342333105491,48.0,0.008055042792414835,177.0,247.0,70.0
X16_9.RCP,120.0,4.0,5.591666666666667,2.9254510573395156,671.0,177.0,0.024789915966386553,0.15588235294117647,0.8441176470588235,88.0,1.0,2.1044372294372296,2.0458247892458417,12.0,0.001991040318566451,186.0,258.0,72.0
X17_1.RCP,120.0,4.0,5.916666666666667,2.83014526521559,710.0,177.0,0.024789915966386553,0.16400560224089636,0.8359943977591037,87.0,1.0,1.5047021943573669,1.4014214645308019,0.0,0.0,131.0,171.0,40.0
X17_10.RCP,120.0,4.0,5.816666666666666,2.7838322906062825,698.0,177.0,0.024789915966386553,0.1572829131652661,0.8427170868347339,88.0,1.0,1.4505131964809383,1.3450810842499499,0.0,0.0,128.0,168.0,40.0
X17_2.RCP,120.0,4.0,5.325,2.9556795608906365,639.0,177.0,0.024789915966386553,0.15700280112044818,0.8429971988795518,74.0,1.0,1.5745422842197037,1.4463493194923587,0.0,0.0,117.0,159.0,42.0
X17_3.RCP,120.0,4.0,5.075,2.907354180923496,609.0,177.0,0.024789915966386553,0.1738095238095238,0.8261904761904761,72.0,1.0,1.4071180555555556,1.3358995219059557,0.0,0.0,102.0,134.0,32.0
X17_4.RCP,120.0,4.0,5.675,2.840664534928403,681.0,177.0,0.024789915966386553,0.1738095238095238,0.8261904761904761,91.0,1.0,1.2545196738745126,1.1533235601984688,0.0,0.0,115.0,158.0,43.0
X17_5.RCP,120.0,4.0,5.383333333333334,2.742211192126205,646.0,177.0,0.024789915966386553,0.18249299719887954,0.8175070028011204,90.0,1.0,1.3268817204301075,1.272598857235954,0.0,0.0,120.0,165.0,45.0
X17_6.RCP,120.0,4.0,5.266666666666667,2.9657301892713632,632.0,177.0,0.024789915966386553,0.16372549019607843,0.8362745098039216,68.0,1.0,1.9013282732447818,1.723456064676983,0.0,0.0,130.0,162.0,32.0
X17_7.RCP,120.0,4.0,5.725,2.9096463129849077,687.0,177.0,0.024789915966386553,0.16988795518207284,0.8301120448179271,98.0,1.0,1.3918367346938776,1.3263215328539646,0.0,0.0,137.0,186.0,49.0
X17_8.RCP,120.0,4.0,5.266666666666667,2.9089898972361903,632.0,177.0,0.024789915966386553,0.17577030812324929,0.8242296918767507,73.0,1.0,1.6621004566210045,1.5065534211917202,0.0,0.0,122.0,157.0,35.0
X17_9.RCP,120.0,4.0,5.275,2.8808635858020075,633.0,177.0,0.024789915966386553,0.19593837535014005,0.80406162464986,81.0,1.0,1.5610898254576415,1.4947850148999575,0.0,0.0,127.0,168.0,41.0
X18_1.RCP,120.0,4.0,5.966666666666667,2.915285387211497,716.0,177.0,0.024789915966386553,0.19257703081232494,0.8074229691876751,101.0,1.0,1.322710396039604,1.097272934383913,0.0,0.0,134.0,160.0,26.0
X18_10.RCP,120.0,4.0,5.658333333333333,2.8298876106462054,679.0,177.0,0.024789915966386553,0.19243697478991598,0.807563025210084,84.0,1.0,0.9913419913419913,0.948389112873444,0.0,0.0,84.0,123.0,39.0
X18_2.RCP,120.0,4.0,5.733333333333333,2.786076492528915,688.0,177.0,0.024789915966386553,0.1830532212885154,0.8169467787114846,111.0,1.0,0.960960960960961,0.9092921958231347,0.0,0.0,107.0,164.0,53.0
X18_3.RCP,120.0,4.0,5.491666666666666,2.747713696067251,659.0,177.0,0.024789915966386553,0.17058823529411765,0.8294117647058823,72.0,1.0,1.3241869918699187,1.1613542876500194,0.0,0.0,96.0,112.0,16.0
X18_4.RCP,120.0,4.0,5.425,2.7768762425910642,651.0,177.0,0.024789915966386553,0.17703081232492998,0.82296918767507,77.0,1.0,1.1710484637313905,1.1062295520444079,0.0,0.0,91.0,122.0,31.0
X18_5.RCP,120.0,4.0,5.675,2.884332678454412,681.0,177.0,0.024789915966386553,0.20056022408963586,0.7994397759103642,88.0,1.0,1.28009828009828,1.0982264801394126,0.0,0.0,113.0,151.0,38.0
X18_6.RCP,120.0,4.0,5.366666666666666,2.8691849404007095,644.0,177.0,0.024789915966386553,0.21050420168067227,0.7894957983193277,108.0,1.0,1.156449553001277,1.0408329993795324,0.0,0.0,125.0,163.0,38.0
X18_7.RCP,120.0,4.0,5.375,2.96384463155544,645.0,177.0,0.024789915966386553,0.18011204481792717,0.8198879551820728,89.0,1.0,1.187946884576098,1.1519876458670073,0.0,0.0,106.0,153.0,47.0
X18_8.RCP,120.0,4.0,5.341666666666667,2.9678719461743777,641.0,177.0,0.024789915966386553,0.18347338935574228,0.8165266106442577,88.0,1.0,1.0836489898989898,1.0423670196562638,0.0,0.0,96.0,137.0,41.0
X18_9.RCP,120.0,4.0,5.608333333333333,2.852764253998022,673.0,177.0,0.024789915966386553,0.16778711484593836,0.8322128851540617,76.0,1.0,1.04003359462486,0.9943374027475864,0.0,0.0,80.0,113.0,33.0
X19_1.RCP,120.0,4.0,5.208333333333333,2.9037212714415657,625.0,177.0,0.024789915966386553,0.19019607843137254,0.8098039215686275,88.0,1.0,0.74481658692185,0.700832336523126,0.0,0.0,66.0,110.0,22.0
X19_10.RCP,120.0,4.0,5.791666666666667,2.9094553709509885,695.0,177.0,0.024789915966386553,0.1810924369747899,0.8189075630252101,88.0,1.0,0.7747727272727273,0.7528946696589721,0.0,0.0,69.0,109.0,21.0
X19_2.RCP,120.0,4.0,5.741666666666666,2.7643439044775566,689.0,177.0,0.024789915966386553,0.16820728291316528,0.8317927170868347,81.0,1.0,0.8960905349794238,0.863209706959707,0.0,0.0,73.0,105.0,24.0
X19_3.RCP,120.0,4.0,5.333333333333333,2.9786275736020142,640.0,177.0,0.024789915966386553,0.18571428571428572,0.8142857142857143,72.0,1.0,1.0724400871459694,1.0120068669299682,0.0,0.0,78.0,104.0,26.0
X19_4.RCP,120.0,4.0,5.4,2.838426794311713,648.0,177.0,0.024789915966386553,0.16666666666666666,0.8333333333333334,92.0,1.0,1.0342809364548495,0.955220051687443,0.0,0.0,96.0,124.0,28.0
X19_5.RCP,120.0,4.0,5.608333333333333,2.7395128317924624,673.0,177.0,0.024789915966386553,0.1784313725490196,0.8215686274509804,85.0,1.0,1.1538235294117647,1.0494725617519736,0.0,0.0,99.0,126.0,27.0
X19_6.RCP,120.0,4.0,5.641666666666667,2.827825528957227,677.0,177.0,0.024789915966386553,0.18781512605042017,0.8121848739495798,80.0,1.0,1.024468085106383,0.9171819218830648,0.0,0.0,82.0,120.0,38.0
X19_7.RCP,120.0,4.0,5.616666666666666,2.8319114079049545,674.0,177.0,0.024789915966386553,0.19523809523809524,0.8047619047619048,93.0,1.0,0.8451612903225807,0.7748501447831941,0.0,0.0,79.0,125.0,32.0
X19_8.RCP,120.0,4.0,5.658333333333333,2.8620966479527246,679.0,177.0,0.024789915966386553,0.18599439775910365,0.8140056022408964,93.0,1.0,0.8688639551192145,0.8202507462149817,0.0,0.0,81.0,121.0,28.0
X19_9.RCP,120.0,4.0,5.35,2.9400963703026246,642.0,177.0,0.024789915966386553,0.18137254901960784,0.8186274509803921,75.0,1.0,1.121904761904762,0.958389113507038,0.0,0.0,85.0,112.0,27.0
X1_1.RCP,120.0,4.0,5.558333333333334,3.0544935022938837,667.0,177.0,0.024789915966386553,0.1819327731092437,0.8180672268907563,99.0,0.25,0.9747474747474747,0.7443019943019943,428.0,0.07327512412258175,97.0,137.0,38.0
X1_10.RCP,120.0,4.0,5.258333333333334,2.5803611934938275,631.0,177.0,0.024789915966386553,0.1784313725490196,0.8215686274509804,89.0,0.25,0.9510433386837881,0.7749439231180804,396.0,0.06750767132628707,85.0,152.0,63.0
X1_2.RCP,120.0,4.0,5.35,2.716155371108214,642.0,177.0,0.024789915966386553,0.19397759103641457,0.8060224089635855,86.0,0.25,0.9176356589147286,0.7993999701848539,505.0,0.08774978279756733,79.0,141.0,55.0
X1_3.RCP,120.0,4.0,5.525,3.022037116471824,663.0,177.0,0.024789915966386553,0.17563025210084032,0.8243697478991596,82.0,0.25,1.3414634146341464,0.8354098264540337,427.0,0.07254502208630649,110.0,147.0,37.0
X1_4.RCP,120.0,4.0,5.083333333333333,2.7916044769192423,610.0,177.0,0.024789915966386553,0.17436974789915966,0.8256302521008403,79.0,0.25,0.9581304771178188,0.8748174294060369,449.0,0.07616624257845632,76.0,114.0,35.0
X1_5.RCP,120.0,4.0,5.433333333333334,2.854041968078878,652.0,177.0,0.024789915966386553,0.2107843137254902,0.7892156862745098,94.0,0.25,0.85790273556231,0.7157738095238095,370.0,0.06566104702750665,81.0,139.0,45.0
X1_6.RCP,120.0,4.0,4.908333333333333,2.8896246392145044,589.0,177.0,0.024789915966386553,0.16778711484593836,0.8322128851540617,65.0,0.25,0.9005917159763314,0.8837559876021415,303.0,0.05099293167283743,59.0,108.0,43.0
X1_7.RCP,120.0,4.0,5.558333333333334,3.198426262328953,667.0,177.0,0.024789915966386553,0.19299719887955183,0.8070028011204482,98.0,0.25,0.8830455259026687,0.7344827791256363,407.0,0.07063519611246095,87.0,145.0,47.0
X1_8.RCP,120.0,4.0,5.291666666666667,2.7610258761715523,635.0,177.0,0.024789915966386553,0.19635854341736694,0.8036414565826331,85.0,0.25,1.0470588235294118,0.8071428571428572,460.0,0.0801673056814221,89.0,149.0,60.0
X1_9.RCP,120.0,4.0,5.683333333333334,2.8635157101406343,682.0,177.0,0.024789915966386553,0.1843137254901961,0.8156862745098039,89.0,0.25,0.8936905790838375,0.8504753673292998,458.0,0.07864010989010989,80.0,159.0,70.0
X20_1.RCP,120.0,4.0,5.475,2.753671791142389,657.0,177.0,0.024789915966386553,0.18095238095238095,0.819047619047619,89.0,1.0,0.8150388936905791,0.7676088892381028,0.0,0.0,73.0,113.0,24.0
X20_10.RCP,120.0,4.0,5.75,2.7935938621543874,690.0,177.0,0.024789915966386553,0.16176470588235295,0.8382352941176471,81.0,1.0,0.7856534695615155,0.7420902311227981,0.0,0.0,64.0,99.0,18.0
X20_2.RCP,120.0,4.0,5.491666666666666,3.0248852136164697,659.0,177.0,0.024789915966386553,0.18683473389355743,0.8131652661064426,99.0,1.0,0.7799736495388669,0.6956987415383217,0.0,0.0,78.0,115.0,16.0
X20_3.RCP,120.0,4.0,5.966666666666667,2.7836826128150616,716.0,177.0,0.024789915966386553,0.15742296918767507,0.8425770308123249,74.0,1.0,0.9338303821062441,0.8833048877470602,0.0,0.0,70.0,97.0,23.0
X20_4.RCP,120.0,4.0,5.333333333333333,2.95051784532064,640.0,177.0,0.024789915966386553,0.18235294117647058,0.8176470588235294,89.0,1.0,0.6786516853932584,0.6520132648427508,0.0,0.0,61.0,103.0,14.0
X20_5.RCP,120.0,4.0,5.066666666666666,2.4756592836836186,608.0,177.0,0.024789915966386553,0.1645658263305322,0.8354341736694678,69.0,1.0,0.7779415377057234,0.7068064813197578,0.0,0.0,54.0,81.0,12.0
X20_6.RCP,120.0,4.0,4.966666666666667,2.83411753853333,596.0,177.0,0.024789915966386553,0.1766106442577031,0.8233893557422969,80.0,1.0,0.6635593220338983,0.6098483452618695,0.0,0.0,54.0,90.0,10.0
X20_7.RCP,120.0,4.0,4.983333333333333,2.8780298044939623,598.0,177.0,0.024789915966386553,0.16694677871148458,0.8330532212885154,81.0,1.0,0.6860366113239676,0.6619908072584078,0.0,0.0,56.0,93.0,12.0
X20_8.RCP,120.0,4.0,5.608333333333333,2.95887319017824,673.0,177.0,0.024789915966386553,0.1815126050420168,0.8184873949579832,107.0,1.0,0.8620382732532266,0.7711615487316421,0.0,0.0,93.0,132.0,25.0
X20_9.RCP,120.0,4.0,6.041666666666667,2.602549497874899,725.0,177.0,0.024789915966386553,0.17507002801120447,0.8249299719887955,80.0,1.0,0.6144097222222222,0.5686741557054057,0.0,0.0,50.0,95.0,15.0
X21_1.RCP,120.0,4.0,5.8,2.968164415931166,696.0,214.0,0.02997198879551821,0.2511204481792717,0.7488795518207283,98.0,0.25,0.9010989010989011,0.7739239926739927,465.0,0.0869646530764915,89.0,158.0,60.0
X21_10.RCP,120.0,4.0,5.208333333333333,3.071090559104733,625.0,214.0,0.02997198879551821,0.24803921568627452,0.7519607843137255,87.0,0.25,0.8620689655172413,0.7376768346595932,322.0,0.05997392438070404,75.0,138.0,51.0
X21_2.RCP,120.0,4.0,5.575,2.6066021944286013,669.0,214.0,0.02997198879551821,0.2557422969187675,0.7442577030812325,87.0,0.25,1.054818744473917,0.7883325965222517,361.0,0.06793375987956342,92.0,137.0,45.0
X21_3.RCP,120.0,4.0,5.783333333333333,2.79637662381558,694.0,214.0,0.02997198879551821,0.2942577030812325,0.7057422969187674,111.0,0.25,0.8295795795795796,0.786499348999349,507.0,0.10061520142885495,93.0,176.0,65.0
X21_4.RCP,120.0,4.0,5.808333333333334,2.841055652785109,697.0,214.0,0.02997198879551821,0.27450980392156865,0.7254901960784313,111.0,0.25,0.8135828135828136,0.6867521367521368,442.0,0.08532818532818533,91.0,172.0,61.0
X21_5.RCP,120.0,4.0,5.583333333333333,2.9142847416742854,670.0,214.0,0.02997198879551821,0.25882352941176473,0.7411764705882353,95.0,0.25,0.9489878542510122,0.7060222672064776,322.0,0.06084656084656084,91.0,142.0,47.0
X21_6.RCP,120.0,4.0,5.283333333333333,2.8728131779765205,634.0,214.0,0.02997198879551821,0.2739495798319328,0.7260504201680672,97.0,0.25,0.8509119746233148,0.7180757386942954,404.0,0.0779320987654321,83.0,137.0,40.0
X21_7.RCP,120.0,4.0,5.333333333333333,2.823512391016236,640.0,214.0,0.02997198879551821,0.2700280112044818,0.7299719887955183,79.0,0.25,1.0934761441090555,0.8900371780118617,482.0,0.09247889485801994,87.0,137.0,50.0
X21_8.RCP,120.0,4.0,5.883333333333334,2.989379348441561,706.0,214.0,0.02997198879551821,0.2854341736694678,0.7145658263305322,121.0,0.25,0.7139224411951685,0.5893595041322314,330.0,0.06468051744413955,87.0,172.0,51.0
X21_9.RCP,120.0,4.0,5.475,2.7777763888885416,657.0,214.0,0.02997198879551821,0.2438375350140056,0.7561624649859944,86.0,0.25,0.9617940199335548,0.7910664916478871,348.0,0.06445638081126134,83.0,131.0,45.0
